Markdown_ID,SKU_ID,Store_ID,Markdown_Date,Original_Price,Markdown_Price,Markdown_Percentage,Inventory_Before_Markdown,Units_Sold_After_Markdown,Revenue_After_Markdown,Velocity_Before,Velocity_After
MD01131,DEC0097,S009,2026-05-30,105.38,63.23,0.4,4,2,151.75,0.4,0.6
MD01132,MIR0415,S006,2026-06-10,109.24,87.39,0.2,6,4,314.61,0.4,0.9
MD01133,DEC0030,S005,2026-06-08,108.96,81.72,0.25,5,3,261.5,0.4,0.8
MD01134,DEC0106,S002,2026-06-20,38.76,23.26,0.4,12,6,148.84,0.7,1.6
MD01135,SRV0985,S002,2026-07-12,21.73,15.21,0.3,7,4,66.93,0.5,1.1
MD01136,FLR1870,S001,2026-07-05,163.54,122.66,0.25,7,4,441.56,0.4,0.9
MD01137,KIT0947,S001,2026-06-26,127.64,89.35,0.3,6,4,321.65,0.4,0.9
MD01138,SEA0688,S002,2026-07-06,680.2,544.16,0.2,6,4,2176.64,0.4,1.0
MD01139,TEX0441,S009,2026-08-05,48.25,36.19,0.25,6,4,130.28,0.4,0.9
MD01140,TEX0528,S001,2026-06-02,93.02,65.11,0.3,5,3,182.32,0.4,0.7
MD01141,DEC0048,S002,2026-07-24,57.72,34.63,0.4,5,3,110.82,0.4,0.8
MD01142,BTH1527,S008,2026-07-13,82.3,57.61,0.3,8,3,184.35,0.5,0.8
MD01143,FUR0598,S005,2026-06-20,191.81,153.45,0.2,5,3,429.65,0.4,0.7
MD01144,LGT1797,S006,2026-06-10,206.02,154.52,0.25,7,3,432.64,0.4,0.7
MD01145,SRV0981,S008,2026-07-18,21.72,15.2,0.3,4,2,36.49,0.4,0.6
MD01146,CND2144,S005,2026-06-07,59.0,35.4,0.4,6,3,113.28,0.4,0.8
MD01147,SRV1042,S002,2026-06-07,88.87,71.1,0.2,5,3,227.51,0.4,0.8
MD01148,SRV1022,S007,2026-07-26,64.1,38.46,0.4,6,4,153.84,0.4,1.0
MD01149,KIT0916,S002,2026-06-21,204.65,153.49,0.25,6,3,491.16,0.4,0.8
MD01150,WAL0269,S010,2026-07-18,104.49,78.37,0.25,8,4,282.12,0.4,0.9
MD01151,DEC0065,S006,2026-07-05,55.5,41.62,0.25,5,3,116.55,0.4,0.7
MD01152,SRV1057,S007,2026-06-30,34.44,25.83,0.25,6,3,72.32,0.4,0.7
MD01153,CND2170,S006,2026-06-16,65.28,48.96,0.25,8,3,156.67,0.4,0.8
MD01154,FUR0645,S007,2026-07-13,100.76,80.61,0.2,6,4,290.19,0.4,0.9
MD01155,BSK1574,S009,2026-07-18,84.53,63.4,0.25,7,3,177.51,0.4,0.7
MD01156,DEC0102,S010,2026-07-21,99.6,74.7,0.25,7,3,239.04,0.4,0.8
MD01157,DEC0145,S010,2026-07-18,75.47,56.6,0.25,5,3,158.49,0.4,0.7
MD01158,UTL1097,S002,2026-07-12,43.74,30.62,0.3,5,3,85.73,0.4,0.7
MD01159,DEC0015,S006,2026-07-02,25.57,19.18,0.25,6,4,69.04,0.4,0.9
MD01160,FUR0614,S008,2026-07-23,426.59,319.94,0.25,5,3,895.84,0.4,0.7
MD01161,TEX0539,S007,2026-07-08,26.61,18.63,0.3,5,3,52.16,0.4,0.7
MD01162,TEX0472,S002,2026-06-15,101.97,81.58,0.2,5,3,261.04,0.4,0.8
MD01163,UTL1136,S008,2026-07-25,10.13,8.1,0.2,5,3,25.93,0.4,0.8
MD01164,FUR0557,S008,2026-08-01,274.68,206.01,0.25,4,2,494.42,0.4,0.6
MD01165,FLR1868,S008,2026-07-02,252.6,176.82,0.3,7,4,636.55,0.4,0.9
MD01166,UTL1084,S007,2026-06-24,57.91,34.75,0.4,6,4,125.09,0.4,0.9
MD01167,SRV0993,S008,2026-06-19,55.89,39.12,0.3,7,3,109.54,0.4,0.7
MD01168,DEC0073,S004,2026-07-27,81.23,56.86,0.3,6,4,204.7,0.4,0.9
MD01169,KIT0853,S008,2026-07-26,104.37,83.5,0.2,7,4,300.59,0.4,0.9
MD01170,TEX0471,S002,2026-07-25,99.41,59.65,0.4,4,2,143.15,0.4,0.6
MD01171,DEC0075,S005,2026-06-01,58.0,46.4,0.2,6,4,167.04,0.4,0.9
MD01172,WIN2070,S006,2026-07-28,58.25,40.77,0.3,7,4,163.1,0.4,1.0
MD01173,UTL1118,S008,2026-05-30,31.96,19.18,0.4,5,3,61.36,0.4,0.8
MD01174,DEC0134,S004,2026-07-22,92.67,69.5,0.25,4,2,166.81,0.4,0.6
MD01175,BSK1575,S007,2026-06-15,49.36,34.55,0.3,8,3,110.57,0.4,0.8
MD01176,DEC0066,S003,2026-07-23,56.0,39.2,0.3,7,4,141.12,0.4,0.9
MD01177,TEX0432,S006,2026-06-29,80.09,48.05,0.4,5,3,134.55,0.4,0.7
MD01178,DEC0060,S007,2026-07-12,117.81,88.36,0.25,5,3,282.74,0.4,0.8
MD01179,KIT0962,S005,2026-07-28,199.21,119.53,0.4,8,4,430.29,0.4,0.9
MD01180,WAL0302,S002,2026-08-04,130.45,104.36,0.2,6,4,375.7,0.4,0.9
MD01181,TEX0521,S008,2026-06-11,42.79,32.09,0.25,4,2,77.02,0.4,0.6
MD01182,FRM2184,S010,2026-07-28,44.55,35.64,0.2,6,3,114.05,0.4,0.8
MD01183,WAL0331,S008,2026-07-12,72.67,50.87,0.3,5,3,142.43,0.4,0.7
MD01184,FUR0642,S007,2026-06-09,180.87,108.52,0.4,6,4,434.09,0.4,1.0
MD01185,TAB0788,S009,2026-06-14,515.59,360.91,0.3,5,3,1154.92,0.4,0.8
MD01186,KIT0946,S002,2026-06-24,220.09,154.06,0.3,5,3,493.0,0.4,0.8
MD01187,SHL1689,S007,2026-05-30,50.04,37.53,0.25,7,3,120.1,0.4,0.8
MD01188,BSK1579,S008,2026-07-20,19.48,14.61,0.25,10,3,46.75,0.4,0.8
MD01189,FUR0573,S001,2026-06-25,488.76,366.57,0.25,5,3,1173.02,0.4,0.8
MD01190,WAL0250,S008,2026-06-07,66.43,46.5,0.3,7,2,111.6,0.4,0.6
MD01191,WAL0256,S001,2026-07-08,58.34,43.76,0.25,4,2,105.01,0.4,0.6
MD01192,KIT0904,S008,2026-06-19,217.77,130.66,0.4,5,3,365.85,0.4,0.7
MD01193,DEC0125,S009,2026-05-29,104.83,83.86,0.2,5,3,234.82,0.4,0.7
MD01194,DEC0163,S009,2026-06-23,81.92,65.54,0.2,5,3,209.72,0.4,0.8
MD01195,SUM2032,S007,2026-06-30,120.85,96.68,0.2,6,3,309.38,0.4,0.8
MD01196,TAB0810,S010,2026-07-02,416.66,333.33,0.2,5,3,1066.65,0.4,0.8
MD01197,WAL0219,S007,2026-07-27,152.2,106.54,0.3,5,3,298.31,0.4,0.7
MD01198,SEA0690,S010,2026-07-11,232.59,139.55,0.4,4,2,334.93,0.4,0.6
MD01199,FUR0665,S006,2026-07-16,182.87,146.3,0.2,8,4,526.67,0.4,0.9
MD01200,DEC0052,S010,2026-08-05,80.44,48.26,0.4,5,3,135.14,0.4,0.7
