PO_Number,Vendor_ID,SKU_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Units_Ordered,Units_Received,Unit_Cost,Total_Cost,Delivery_Status
PO000270,V008,WAL0195,2026-04-12,2026-05-25,2026-06-03,36,18,48.11,1731.96,Late
PO000271,V005,TEX0489,2025-07-22,2025-09-01,2025-09-04,36,30,24.88,895.68,Late
PO000272,V008,SRV1049,2026-02-03,2026-03-18,2026-03-22,48,48,37.91,1819.68,Late
PO000273,V007,SHT1255,2026-04-29,2026-05-19,2026-05-22,96,96,60.63,5820.48,Late
PO000274,V005,TEX0466,2025-05-23,2025-07-03,2025-07-01,36,30,38.37,1381.32,On Time
PO000275,V012,HAL2010,2025-10-12,2025-11-07,2025-11-12,48,48,7.66,367.68,Late
PO000276,V012,DEC0004,2025-03-09,2025-04-04,2025-04-12,48,48,16.71,802.08,Late
PO000277,V005,DEC0069,2025-04-19,2025-05-30,2025-05-31,96,96,58.37,5603.52,On Time
PO000278,V016,WAL0342,2025-04-14,2025-04-28,2025-05-03,24,24,18.7,448.8,Late
PO000279,V010,HAL1987,2026-05-27,2026-07-18,2026-07-19,72,72,18.13,1305.36,On Time
PO000280,V006,GFT2246,2025-04-07,2025-05-13,2025-05-10,48,48,61.09,2932.32,On Time
PO000281,V001,BTH1568,2025-09-27,2025-10-28,2025-10-18,24,24,21.7,520.8,On Time
PO000282,V012,SHT1233,2025-03-22,2025-04-17,2025-04-21,36,36,39.66,1427.76,Late
PO000283,V003,MIR0406,2026-03-18,2026-05-19,2026-05-11,24,24,38.28,918.72,On Time
PO000284,V002,FRM2203,2025-02-13,2025-03-20,2025-03-25,24,24,22.41,537.84,Late
PO000285,V019,SRV1022,2026-03-24,2026-04-28,2026-04-28,24,6,28.15,675.6,On Time
PO000286,V019,WAL0291,2025-05-22,2025-06-26,2025-06-24,96,96,42.87,4115.52,On Time
PO000287,V008,WAL0335,2026-01-17,2026-03-01,2026-02-27,96,96,46.53,4466.88,On Time
PO000288,V010,ORG1704,2026-01-28,2026-03-21,2026-03-25,48,48,17.17,824.16,Late
PO000289,V020,SUM2051,2026-05-04,2026-06-02,2026-06-05,48,30,20.5,984.0,Late
PO000290,V018,FLR1845,2026-07-05,2026-07-20,2026-07-27,96,96,176.25,16920.0,Late
PO000291,V001,WAL0348,2026-05-16,2026-06-16,2026-06-19,36,36,84.6,3045.6,Late
PO000292,V016,PEN1905,2025-05-08,2025-05-22,2025-05-21,96,96,124.54,11955.84,On Time
PO000293,V001,BTH1511,2026-03-01,2026-04-01,2026-04-06,24,24,38.41,921.84,Late
PO000294,V016,LGT1793,2026-04-21,2026-05-05,2026-05-21,72,72,66.74,4805.28,Late
PO000295,V010,BTH1567,2026-03-02,2026-04-23,2026-04-23,120,120,20.88,2505.6,On Time
PO000296,V005,SRV1060,2026-05-07,2026-06-17,2026-06-23,72,72,6.35,457.2,Late
PO000297,V007,TEX0512,2025-12-01,2025-12-21,2025-12-27,48,48,12.7,609.6,Late
PO000298,V012,DUV1184,2025-07-19,2025-08-14,2025-08-15,24,24,73.93,1774.32,On Time
PO000299,V002,DUV1220,2025-12-14,2026-01-18,2026-01-17,96,96,82.17,7888.32,On Time
PO000300,V010,SEA0718,2026-04-13,2026-06-04,2026-06-03,24,24,334.29,8022.96,On Time
PO000301,V008,DEC0089,2025-05-21,2025-07-03,2025-07-03,96,96,24.05,2308.8,On Time
PO000302,V006,HAL1986,2025-11-06,2025-12-12,2025-12-16,72,72,10.58,761.76,Late
PO000303,V014,CND2113,2026-01-25,2026-03-07,2026-03-06,72,72,25.11,1807.92,On Time
PO000304,V002,BTH1563,2026-01-26,2026-03-02,2026-03-16,48,48,32.58,1563.84,Late
PO000305,V019,KIT0894,2026-04-22,2026-05-27,2026-05-28,24,24,91.2,2188.8,On Time
PO000306,V011,UTL1110,2026-04-14,2026-05-26,2026-05-20,72,66,16.77,1207.44,On Time
PO000307,V009,BTH1555,2026-01-11,2026-02-28,2026-03-07,48,48,32.86,1577.28,Late
PO000308,V003,TOW1417,2026-01-06,2026-03-09,2026-03-19,36,36,12.46,448.56,Late
PO000309,V019,ORG1745,2026-05-21,2026-06-25,2026-06-30,48,48,8.28,397.44,Late
PO000310,V020,DEC0128,2026-03-30,2026-04-28,2026-05-08,72,72,40.1,2887.2,Late
PO000311,V012,SHT1267,2025-03-29,2025-04-24,2025-04-13,48,48,85.56,4106.88,On Time
PO000312,V018,LGT1822,2026-04-08,2026-04-23,2026-04-20,48,48,60.72,2914.56,On Time
PO000313,V008,KIT0855,2025-03-25,2025-05-07,2025-05-08,96,96,27.07,2598.72,On Time
PO000314,V009,HAL1995,2025-09-12,2025-10-30,2025-10-31,72,72,20.46,1473.12,On Time
PO000315,V008,SRV1018,2026-03-24,2026-05-06,2026-05-10,72,72,56.34,4056.48,Late
PO000316,V005,TAB0769,2025-05-11,2025-06-21,2025-06-19,24,24,83.86,2012.64,On Time
PO000317,V015,LGT1819,2026-02-03,2026-02-27,2026-03-05,24,24,49.24,1181.76,Late
PO000318,V013,FUR0604,2025-04-01,2025-04-24,2025-04-21,36,36,152.96,5506.56,On Time
PO000319,V008,DUV1218,2026-06-02,2026-07-15,2026-07-16,120,120,137.74,16528.8,On Time
PO000320,V018,TEX0488,2026-04-10,2026-04-25,2026-04-27,96,96,38.43,3689.28,On Time
PO000321,V010,FRM2175,2025-03-27,2025-05-18,2025-05-23,96,96,37.18,3569.28,Late
PO000322,V019,FLR1848,2026-03-04,2026-04-08,2026-04-05,36,36,131.97,4750.92,On Time
PO000323,V013,PIL1404,2026-02-24,2026-03-19,2026-03-23,48,48,51.76,2484.48,Late
PO000324,V015,SRV0973,2025-02-19,2025-03-15,2025-03-26,96,96,29.41,2823.36,Late
PO000325,V012,TAB0830,2025-03-07,2025-04-02,2025-03-30,96,96,127.91,12279.36,On Time
PO000326,V003,ORG1734,2026-04-17,2026-06-18,2026-06-21,96,96,40.19,3858.24,Late
PO000327,V008,UTL1115,2025-02-26,2025-04-10,2025-04-08,36,36,20.33,731.88,On Time
PO000328,V012,KIT0927,2026-01-11,2026-02-06,2026-02-15,48,48,22.72,1090.56,Late
PO000329,V009,TAB0784,2026-05-28,2026-07-15,2026-07-24,48,48,120.31,5774.88,Late
PO000330,V011,DUV1161,2026-04-24,2026-06-05,2026-06-13,72,66,80.61,5803.92,Late
PO000331,V005,KIT0900,2025-08-01,2025-09-11,2025-09-18,24,24,66.81,1603.44,Late
PO000332,V006,KIT0869,2025-06-01,2025-07-07,2025-06-29,120,120,46.77,5612.4,On Time
PO000333,V012,SHT1267,2025-05-03,2025-05-29,2025-05-22,36,30,85.56,3080.16,On Time
PO000334,V017,GFT2219,2026-01-08,2026-01-23,2026-01-21,72,72,60.82,4379.04,On Time
PO000335,V017,CND2139,2025-03-29,2025-04-13,2025-04-13,36,36,12.54,451.44,On Time
PO000336,V011,DEC0178,2025-12-06,2026-01-17,2026-01-20,120,120,37.9,4548.0,Late
PO000337,V020,BTH1525,2026-03-11,2026-04-09,2026-04-11,48,48,9.94,477.12,On Time
PO000338,V001,SEA0737,2025-11-05,2025-12-06,2025-12-15,120,120,79.85,9582.0,Late
PO000339,V006,SUM2026,2025-04-05,2025-05-11,2025-05-12,72,72,55.53,3998.16,On Time
PO000340,V017,KIT0896,2025-04-03,2025-04-18,2025-04-14,48,48,17.67,848.16,On Time
PO000341,V005,BTH1552,2025-10-01,2025-11-11,2025-11-12,72,72,5.96,429.12,On Time
PO000342,V005,WAL0240,2025-05-29,2025-07-09,2025-07-09,24,24,57.84,1388.16,On Time
PO000343,V005,SHT1283,2025-07-28,2025-09-07,2025-09-10,96,96,41.04,3939.84,Late
PO000344,V007,SRV1052,2025-10-13,2025-11-02,2025-11-05,72,72,55.14,3970.08,Late
PO000345,V017,WAL0265,2025-06-07,2025-06-22,2025-06-24,36,36,67.29,2422.44,On Time
PO000346,V020,KIT0874,2026-02-19,2026-03-20,2026-03-12,120,114,89.93,10791.6,On Time
PO000347,V003,DUV1203,2025-05-08,2025-07-09,2025-07-11,96,96,39.66,3807.36,On Time
PO000348,V006,DUV1229,2026-05-29,2026-07-04,2026-06-29,36,36,59.45,2140.2,On Time
PO000349,V007,KIT0909,2025-02-17,2025-03-09,2025-03-28,96,90,74.45,7147.2,Late
PO000350,V012,TAB0850,2025-06-12,2025-07-08,2025-07-10,120,120,71.98,8637.6,On Time
PO000351,V011,DEC0138,2025-10-25,2025-12-06,2025-12-12,72,54,22.26,1602.72,Late
PO000352,V016,CHR1982,2025-05-13,2025-05-27,2025-06-09,72,72,74.33,5351.76,Late
PO000353,V002,LGT1783,2025-12-06,2026-01-10,2026-01-14,24,24,36.72,881.28,Late
PO000354,V004,WAL0346,2026-05-05,2026-05-23,2026-05-27,48,48,37.77,1812.96,Late
PO000355,V002,DUV1194,2026-03-05,2026-04-09,2026-04-21,36,36,103.48,3725.28,Late
PO000356,V005,CND2120,2025-05-21,2025-07-01,2025-07-02,48,48,19.81,950.88,On Time
PO000357,V008,PIL1378,2025-10-18,2025-11-30,2025-11-23,24,24,39.3,943.2,On Time
PO000358,V007,ORG1715,2025-07-03,2025-07-23,2025-07-29,48,48,32.53,1561.44,Late
PO000359,V013,UTL1096,2025-11-11,2025-12-04,2025-12-01,24,24,26.08,625.92,On Time
PO000360,V011,SHT1264,2025-07-22,2025-09-02,2025-09-15,120,120,53.7,6444.0,Late
PO000361,V005,FUR0663,2025-06-19,2025-07-30,2025-08-08,120,120,109.77,13172.4,Late
PO000362,V014,TOW1459,2025-09-09,2025-10-20,2025-11-02,36,36,32.4,1166.4,Late
PO000363,V007,TOW1469,2025-02-13,2025-03-05,2025-03-11,36,36,14.3,514.8,Late
PO000364,V005,TOW1480,2026-06-21,2026-08-01,2026-07-28,72,72,10.69,769.68,On Time
PO000365,V017,FUR0556,2025-07-09,2025-07-24,2025-07-24,120,120,60.84,7300.8,On Time
PO000366,V005,BSK1620,2025-06-27,2025-08-07,2025-08-07,120,120,30.23,3627.6,On Time
PO000367,V012,WIN2081,2025-03-26,2025-04-21,2025-04-17,24,24,31.91,765.84,On Time
PO000368,V006,UTL1123,2025-09-24,2025-10-30,2025-10-30,96,96,19.85,1905.6,On Time
PO000369,V010,DEC0161,2025-11-22,2026-01-13,2026-01-18,36,36,41.6,1497.6,Late
PO000370,V020,CND2111,2025-07-10,2025-08-08,2025-08-14,72,72,18.91,1361.52,Late
PO000371,V008,WAL0215,2025-05-27,2025-07-09,2025-07-03,48,48,40.31,1934.88,On Time
PO000372,V017,SUM2025,2026-01-18,2026-02-02,2026-02-02,36,36,30.56,1100.16,On Time
PO000373,V008,SHT1252,2025-12-31,2026-02-12,2026-02-15,36,36,75.69,2724.84,Late
PO000374,V002,LGT1823,2025-08-19,2025-09-23,2025-10-02,96,96,29.79,2859.84,Late
PO000375,V010,TOW1424,2025-02-14,2025-04-07,2025-04-07,72,72,6.96,501.12,On Time
PO000376,V005,FUR0629,2025-02-01,2025-03-14,2025-03-20,24,24,264.08,6337.92,Late
PO000377,V017,SHL1679,2025-10-03,2025-10-18,2025-10-22,36,36,48.56,1748.16,Late
PO000378,V018,SHT1311,2025-02-17,2025-03-04,2025-03-04,24,24,50.56,1213.44,On Time
PO000379,V020,LGT1831,2025-07-19,2025-08-17,2025-08-18,96,96,34.6,3321.6,On Time
PO000380,V010,KIT0967,2025-10-02,2025-11-23,2025-11-24,96,96,59.83,5743.68,On Time
PO000381,V001,TAB0848,2025-10-13,2025-11-13,2025-11-15,120,120,112.97,13556.4,On Time
PO000382,V008,BTH1515,2026-05-22,2026-07-04,2026-06-25,36,36,21.78,784.08,On Time
PO000383,V011,ORG1767,2026-04-27,2026-06-08,2026-06-13,24,6,23.57,565.68,Late
PO000384,V018,TAB0831,2025-07-31,2025-08-15,2025-08-20,72,72,219.74,15821.28,Late
PO000385,V012,CND2104,2025-04-09,2025-05-05,2025-05-01,72,72,29.28,2108.16,On Time
PO000386,V009,BSK1615,2025-12-07,2026-01-24,2026-01-27,72,72,8.98,646.56,Late
PO000387,V020,WAL0311,2025-05-24,2025-06-22,2025-06-24,24,24,48.73,1169.52,On Time
PO000388,V018,KIT0959,2025-09-28,2025-10-13,2025-10-08,36,36,41.62,1498.32,On Time
PO000389,V017,DEC0025,2025-11-28,2025-12-13,2025-12-10,36,36,43.07,1550.52,On Time
PO000390,V003,TAB0840,2025-02-23,2025-04-26,2025-04-23,24,24,186.88,4485.12,On Time
PO000391,V019,PEN1885,2025-09-20,2025-10-25,2025-10-28,120,120,147.14,17656.8,Late
PO000392,V004,UTL1100,2025-05-12,2025-05-30,2025-06-03,36,36,22.95,826.2,Late
PO000393,V004,DEC0166,2026-02-06,2026-02-24,2026-02-25,120,120,48.26,5791.2,On Time
PO000394,V013,SUM2047,2025-10-26,2025-11-18,2025-11-17,120,108,52.64,6316.8,On Time
PO000395,V013,SRV1016,2026-03-26,2026-04-18,2026-04-24,48,48,45.27,2172.96,Late
PO000396,V016,DEC0079,2026-03-15,2026-03-29,2026-04-10,36,36,23.27,837.72,Late
PO000397,V008,UTL1095,2026-05-24,2026-07-06,2026-07-04,36,36,28.48,1025.28,On Time
PO000398,V005,TOW1480,2026-02-11,2026-03-24,2026-03-24,72,66,10.69,769.68,On Time
PO000399,V012,MIR0393,2026-04-29,2026-05-25,2026-06-03,96,96,69.78,6698.88,Late
PO000400,V020,GFT2231,2025-02-13,2025-03-14,2025-03-13,36,36,14.87,535.32,On Time
PO000401,V006,FUR0649,2025-05-03,2025-06-08,2025-06-07,48,48,132.98,6383.04,On Time
PO000402,V006,SEA0706,2025-11-06,2025-12-12,2025-12-10,72,72,105.61,7603.92,On Time
PO000403,V011,FLR1864,2026-03-16,2026-04-27,2026-05-10,120,120,100.33,12039.6,Late
PO000404,V005,LGT1826,2025-02-28,2025-04-10,2025-04-10,48,48,63.08,3027.84,On Time
PO000405,V017,CND2168,2025-08-24,2025-09-08,2025-09-11,48,48,7.17,344.16,Late
PO000406,V008,TEX0438,2025-09-18,2025-10-31,2025-10-29,48,48,41.23,1979.04,On Time
PO000407,V014,WAL0253,2025-04-15,2025-05-26,2025-06-02,120,120,67.94,8152.8,Late
PO000408,V015,TOW1430,2025-06-19,2025-07-13,2025-07-15,36,36,30.35,1092.6,On Time
PO000409,V003,WAL0263,2026-06-14,2026-08-15,2026-08-14,48,42,33.1,1588.8,On Time
PO000410,V003,DEC0137,2026-05-27,2026-07-28,2026-07-29,96,96,16.15,1550.4,On Time
PO000411,V011,BSK1581,2025-09-02,2025-10-14,2025-10-29,72,72,39.83,2867.76,Late
PO000412,V013,WIN2076,2025-12-22,2026-01-14,2026-01-11,36,36,13.29,478.44,On Time
PO000413,V013,TOW1487,2026-06-13,2026-07-06,2026-07-06,120,120,21.69,2602.8,On Time
PO000414,V002,FUR0640,2025-04-24,2025-05-29,2025-06-08,36,36,178.7,6433.2,Late
PO000415,V002,FLR1863,2025-02-20,2025-03-27,2025-03-29,72,66,111.27,8011.44,On Time
PO000416,V009,TEX0541,2026-02-06,2026-03-26,2026-04-05,48,48,49.45,2373.6,Late
PO000417,V001,WAL0260,2026-03-11,2026-04-11,2026-04-23,48,48,25.57,1227.36,Late
PO000418,V014,WIN2067,2026-05-17,2026-06-27,2026-06-25,120,120,32.93,3951.6,On Time
PO000419,V010,CND2138,2025-02-12,2025-04-05,2025-03-30,48,48,20.4,979.2,On Time
PO000420,V017,DEC0159,2025-03-22,2025-04-06,2025-03-28,36,18,19.15,689.4,On Time
PO000421,V016,DUV1202,2025-09-19,2025-10-03,2025-10-15,36,36,44.64,1607.04,Late
PO000422,V008,TOW1495,2025-06-27,2025-08-09,2025-08-13,72,72,26.23,1888.56,Late
PO000423,V017,SHL1685,2025-11-20,2025-12-05,2025-12-10,120,120,83.21,9985.2,Late
PO000424,V004,DEC0120,2025-04-16,2025-05-04,2025-05-01,48,48,27.52,1320.96,On Time
PO000425,V012,KIT0927,2025-10-21,2025-11-16,2025-11-10,72,72,22.72,1635.84,On Time
PO000426,V009,PIL1401,2026-02-04,2026-03-24,2026-03-19,72,72,25.83,1859.76,On Time
PO000427,V017,WAL0299,2026-02-16,2026-03-03,2026-03-05,36,36,43.13,1552.68,On Time
PO000428,V016,LGT1799,2025-06-01,2025-06-15,2025-06-20,120,120,83.88,10065.6,Late
PO000429,V017,SHL1679,2026-07-07,2026-07-22,2026-07-22,24,24,48.56,1165.44,On Time
PO000430,V005,DEC0063,2025-10-25,2025-12-05,2025-12-01,48,48,46.75,2244.0,On Time
PO000431,V015,TOW1479,2025-04-30,2025-05-24,2025-05-21,96,96,14.81,1421.76,On Time
PO000432,V013,FUR0673,2025-03-04,2025-03-27,2025-04-01,96,96,149.03,14306.88,Late
PO000433,V014,HAL1999,2026-03-29,2026-05-09,2026-05-09,120,120,37.1,4452.0,On Time
PO000434,V001,FRM2174,2025-05-03,2025-06-03,2025-06-11,48,48,19.6,940.8,Late
PO000435,V020,DEC0131,2026-06-26,2026-07-25,2026-07-21,120,120,37.83,4539.6,On Time
PO000436,V011,PIL1398,2026-01-11,2026-02-22,2026-02-27,120,120,42.5,5100.0,Late
PO000437,V001,UTL1140,2025-12-15,2026-01-15,2026-01-12,96,96,6.07,582.72,On Time
PO000438,V003,KIT0897,2026-02-02,2026-04-05,2026-03-28,36,36,15.71,565.56,On Time
PO000439,V002,KIT0871,2026-01-31,2026-03-07,2026-03-15,48,48,35.1,1684.8,Late
PO000440,V005,WAL0269,2025-04-22,2025-06-02,2025-06-02,36,36,51.71,1861.56,On Time
PO000441,V003,KIT0854,2025-07-14,2025-09-14,2025-09-23,96,96,77.01,7392.96,Late
PO000442,V001,WAL0260,2026-02-25,2026-03-28,2026-03-23,72,72,25.57,1841.04,On Time
PO000443,V010,WAL0207,2026-02-05,2026-03-29,2026-03-30,72,72,64.35,4633.2,On Time
PO000444,V010,BTH1518,2025-06-23,2025-08-14,2025-08-26,48,42,16.05,770.4,Late
PO000445,V019,DEC0102,2025-03-04,2025-04-08,2025-03-31,48,48,44.75,2148.0,On Time
PO000446,V018,WIN2082,2026-04-18,2026-05-03,2026-05-02,96,78,64.65,6206.4,On Time
PO000447,V013,TOW1433,2026-05-17,2026-06-09,2026-05-27,36,36,10.71,385.56,On Time
PO000448,V007,FLR1852,2026-05-27,2026-06-16,2026-06-24,72,60,74.85,5389.2,Late
PO000449,V009,HAL1995,2025-09-30,2025-11-17,2025-11-22,36,24,20.46,736.56,Late
PO000450,V004,HAL2000,2026-03-24,2026-04-11,2026-04-11,72,72,46.28,3332.16,On Time
PO000451,V009,CHR1935,2025-10-30,2025-12-17,2025-12-19,48,48,55.2,2649.6,On Time
PO000452,V013,WIN2093,2026-03-24,2026-04-16,2026-04-21,48,48,32.38,1554.24,Late
PO000453,V011,MIR0410,2026-01-30,2026-03-13,2026-03-17,96,84,76.04,7299.84,Late
PO000454,V010,FUR0607,2025-04-02,2025-05-24,2025-05-26,72,72,108.76,7830.72,On Time
PO000455,V009,WAL0272,2026-01-03,2026-02-20,2026-02-22,36,36,41.73,1502.28,On Time
PO000456,V020,SEA0745,2026-05-29,2026-06-27,2026-06-26,72,72,104.09,7494.48,On Time
PO000457,V011,MIR0361,2026-04-26,2026-06-07,2026-06-16,72,72,103.66,7463.52,Late
PO000458,V002,SUM2063,2025-10-03,2025-11-07,2025-11-14,24,24,24.38,585.12,Late
PO000459,V002,FUR0623,2025-03-16,2025-04-20,2025-04-21,72,72,108.66,7823.52,On Time
PO000460,V017,KIT0922,2025-08-15,2025-08-30,2025-09-01,48,48,35.75,1716.0,On Time
PO000461,V004,TEX0469,2025-08-18,2025-09-05,2025-09-09,96,78,10.43,1001.28,Late
PO000462,V003,BTH1546,2026-01-07,2026-03-10,2026-03-13,24,24,35.56,853.44,Late
PO000463,V015,PIL1402,2026-01-01,2026-01-25,2026-01-27,24,24,36.21,869.04,On Time
PO000464,V004,SHT1263,2025-10-15,2025-11-02,2025-11-07,36,36,66.98,2411.28,Late
PO000465,V001,DEC0008,2025-07-19,2025-08-19,2025-08-27,36,36,37.92,1365.12,Late
PO000466,V019,WAL0202,2025-08-24,2025-09-28,2025-10-03,36,24,60.91,2192.76,Late
PO000467,V018,PIL1371,2025-10-20,2025-11-04,2025-10-30,72,72,35.87,2582.64,On Time
PO000468,V003,DEC0026,2025-05-04,2025-07-05,2025-07-05,36,36,15.01,540.36,On Time
PO000469,V011,FLR1841,2025-02-04,2025-03-18,2025-03-27,36,36,70.67,2544.12,Late
PO000470,V003,SEA0694,2025-05-04,2025-07-05,2025-07-03,96,96,102.06,9797.76,On Time
PO000471,V016,UTL1085,2025-10-30,2025-11-13,2025-11-21,36,36,16.22,583.92,Late
PO000472,V017,DEC0168,2025-02-13,2025-02-28,2025-03-03,120,120,31.37,3764.4,Late
PO000473,V005,ORG1760,2026-03-11,2026-04-21,2026-04-28,48,48,18.58,891.84,Late
PO000474,V018,DEC0071,2026-03-08,2026-03-23,2026-03-18,48,48,29.86,1433.28,On Time
PO000475,V016,PIL1356,2025-02-07,2025-02-21,2025-02-25,96,96,41.58,3991.68,Late
PO000476,V001,CHR1971,2025-08-17,2025-09-17,2025-09-15,48,48,67.01,3216.48,On Time
PO000477,V003,CHR1943,2025-03-12,2025-05-13,2025-05-05,36,36,32.61,1173.96,On Time
PO000478,V016,DEC0162,2025-02-22,2025-03-08,2025-03-22,36,36,47.72,1717.92,Late
PO000479,V019,DEC0188,2025-12-15,2026-01-19,2026-01-14,72,72,51.2,3686.4,On Time
PO000480,V013,PIL1367,2026-03-23,2026-04-15,2026-04-14,48,48,44.48,2135.04,On Time
PO000481,V012,DEC0004,2025-07-10,2025-08-05,2025-07-29,96,90,16.71,1604.16,On Time
PO000482,V009,ORG1758,2025-12-07,2026-01-24,2026-01-29,48,48,32.96,1582.08,Late
PO000483,V010,DEC0135,2025-10-11,2025-12-02,2025-12-01,120,120,33.25,3990.0,On Time
PO000484,V011,SEA0747,2025-11-13,2025-12-25,2025-12-29,96,96,170.22,16341.12,Late
PO000485,V009,WAL0341,2026-06-18,2026-08-05,2026-08-12,120,120,13.52,1622.4,Late
PO000486,V002,FLR1863,2026-05-03,2026-06-07,2026-06-20,72,72,111.27,8011.44,Late
PO000487,V010,DEC0024,2026-03-15,2026-05-06,2026-05-12,120,120,49.01,5881.2,Late
PO000488,V002,TOW1420,2026-03-07,2026-04-11,2026-04-11,72,72,35.14,2530.08,On Time
PO000489,V012,TEX0481,2025-06-23,2025-07-19,2025-07-18,24,24,21.13,507.12,On Time
PO000490,V014,CHR1970,2026-02-04,2026-03-17,2026-03-14,24,24,36.17,868.08,On Time
PO000491,V008,TOW1495,2025-10-14,2025-11-26,2025-11-26,24,24,26.23,629.52,On Time
PO000492,V016,SRV1036,2025-06-18,2025-07-02,2025-07-07,96,84,50.28,4826.88,Late
PO000493,V011,SUM2024,2025-05-27,2025-07-08,2025-07-17,24,24,49.61,1190.64,Late
PO000494,V015,TOW1493,2025-09-11,2025-10-05,2025-10-02,96,96,8.36,802.56,On Time
PO000495,V014,BTH1553,2026-03-12,2026-04-22,2026-04-22,96,96,13.43,1289.28,On Time
PO000496,V003,TEX0443,2025-03-04,2025-05-05,2025-05-06,36,36,21.77,783.72,On Time
PO000497,V008,SHT1241,2025-03-20,2025-05-02,2025-05-07,96,78,62.35,5985.6,Late
PO000498,V003,WAL0314,2025-07-31,2025-10-01,2025-10-09,120,120,79.9,9588.0,Late
PO000499,V016,WAL0225,2025-03-19,2025-04-02,2025-04-13,48,48,81.22,3898.56,Late
PO000500,V019,WAL0288,2025-11-23,2025-12-28,2025-12-27,120,120,17.71,2125.2,On Time
PO000501,V019,SHT1302,2025-10-13,2025-11-17,2025-11-20,48,48,28.66,1375.68,Late
PO000502,V001,FUR0597,2026-05-24,2026-06-24,2026-06-29,120,120,88.55,10626.0,Late
PO000503,V018,FLR1868,2025-03-21,2025-04-05,2025-04-18,96,96,115.65,11102.4,Late
PO000504,V009,SRV1035,2026-06-17,2026-08-04,2026-08-08,96,96,33.93,3257.28,Late
PO000505,V011,SRV0981,2025-09-15,2025-10-27,2025-11-07,96,96,12.16,1167.36,Late
PO000506,V006,KIT0943,2025-05-02,2025-06-07,2025-06-09,96,96,49.77,4777.92,On Time
PO000507,V019,SHT1325,2025-12-31,2026-02-04,2026-02-03,96,96,93.25,8952.0,On Time
PO000508,V019,HAL2005,2026-05-09,2026-06-13,2026-06-03,72,72,40.62,2924.64,On Time
PO000509,V020,FRM2188,2025-08-17,2025-09-15,2025-09-18,120,120,30.6,3672.0,Late
PO000510,V018,SHT1271,2025-03-18,2025-04-02,2025-04-03,36,36,83.57,3008.52,On Time
PO000511,V001,MIR0408,2025-06-04,2025-07-05,2025-07-07,120,120,38.92,4670.4,On Time
PO000512,V015,KIT0853,2026-04-10,2026-05-04,2026-05-07,120,120,51.93,6231.6,Late
PO000513,V008,SHT1269,2025-02-04,2025-03-19,2025-03-27,48,48,31.73,1523.04,Late
PO000514,V018,DEC0071,2025-03-03,2025-03-18,2025-03-25,72,72,29.86,2149.92,Late
PO000515,V002,SUM2063,2026-06-01,2026-07-06,2026-07-12,36,36,24.38,877.68,Late
PO000516,V004,SHT1303,2026-04-08,2026-04-26,2026-04-21,72,72,60.45,4352.4,On Time
PO000517,V001,TEX0468,2025-07-24,2025-08-24,2025-08-21,36,36,15.12,544.32,On Time
PO000518,V001,KIT0931,2025-09-08,2025-10-09,2025-10-13,96,96,35.27,3385.92,Late
PO000519,V002,DEC0157,2026-03-05,2026-04-09,2026-04-15,120,120,50.16,6019.2,Late
PO000520,V007,FRM2186,2025-11-14,2025-12-04,2025-12-13,24,24,22.92,550.08,Late
PO000521,V011,CHR1921,2026-02-27,2026-04-10,2026-04-20,96,96,55.85,5361.6,Late
PO000522,V003,TAB0786,2026-02-24,2026-04-27,2026-04-26,96,96,246.3,23644.8,On Time
PO000523,V016,LGT1793,2026-04-18,2026-05-02,2026-05-12,96,78,66.74,6407.04,Late
PO000524,V016,HAL2016,2026-04-04,2026-04-18,2026-04-21,96,78,16.73,1606.08,Late
PO000525,V015,KIT0913,2025-09-15,2025-10-09,2025-10-17,72,60,82.66,5951.52,Late
PO000526,V002,MIR0420,2025-07-13,2025-08-17,2025-08-27,36,18,59.96,2158.56,Late
PO000527,V019,SHT1325,2026-01-12,2026-02-16,2026-02-15,120,120,93.25,11190.0,On Time
PO000528,V007,SEA0752,2026-02-27,2026-03-19,2026-03-29,24,24,252.27,6054.48,Late
PO000529,V015,WIN2090,2025-11-11,2025-12-05,2025-11-30,120,120,23.21,2785.2,On Time
PO000530,V004,TAB0849,2025-03-24,2025-04-11,2025-04-10,72,60,205.59,14802.48,On Time
PO000531,V019,KIT0888,2026-03-04,2026-04-08,2026-04-19,120,120,62.59,7510.8,Late
PO000532,V011,GFT2238,2026-06-11,2026-07-23,2026-07-30,72,72,26.18,1884.96,Late
PO000533,V014,FRM2210,2025-10-30,2025-12-10,2025-12-15,96,90,26.54,2547.84,Late
PO000534,V020,DEC0165,2025-11-26,2025-12-25,2026-01-01,120,120,55.88,6705.6,Late
PO000535,V015,WAL0210,2025-09-05,2025-09-29,2025-09-30,96,90,66.42,6376.32,On Time
PO000536,V017,TOW1419,2025-08-03,2025-08-18,2025-08-25,48,48,28.94,1389.12,Late
PO000537,V006,DEC0009,2026-01-16,2026-02-21,2026-02-24,96,96,11.4,1094.4,Late
PO000538,V008,PIL1378,2025-07-24,2025-09-05,2025-09-02,72,72,39.3,2829.6,On Time
PO000539,V010,CND2147,2025-12-14,2026-02-04,2026-02-02,48,48,8.99,431.52,On Time
PO000540,V003,SHT1266,2025-06-20,2025-08-21,2025-08-15,24,24,34.06,817.44,On Time
